project_id,year,day,landuse,landcover,change_process,plotid
24,1985,270,Forest,Trees,NA,73
24,2017,46,Forest,Trees,Stable,73
24,1984,104,Forest,Trees,NA,74
24,2017,42,Forest,Trees,Stable,74
24,1984,218,Forest,Trees,NA,75
24,2017,28,Forest,Trees,Stable,75
24,1984,218,Forest,Trees,NA,76
24,2017,28,Forest,Trees,Stable,76
24,1984,222,Forest,Trees,NA,77
24,2017,8,Forest,Trees,Stable,77
24,1984,241,Forest,Trees,NA,78
24,2017,60,Forest,Trees,Stable,78
24,1984,140,Forest,Trees,NA,79
24,2017,62,Forest,Trees,Stable,79
24,1984,218,Forest,Trees,NA,80
24,2017,28,Forest,Trees,Stable,80
24,1984,156,Forest,Trees,NA,81
24,2010,220,Forest,Trees,Stable,81
24,2011,214,Forest,Non-tree,Harvest,81
24,2017,47,Forest,Trees,Growth/Recovery,81
24,1984,238,Forest,Trees,NA,82
24,2016,213,Forest,Trees,Stable,82
24,1984,222,Forest,Trees,NA,83
24,2017,47,Forest,Trees,Stable,83
24,1984,222,Forest,Trees,NA,84
24,2017,64,Forest,Trees,Stable,84
24,1984,218,Forest,Trees,NA,85
24,2017,28,Forest,Trees,Stable,85
24,1984,218,Forest,Trees,NA,86
24,2017,36,Forest,Trees,Stable,86
24,1984,213,Other,Non-tree,NA,87
24,2001,210,Forest,Trees,Stable,87
24,2004,212,Forest,Trees,Harvest,87
24,2017,47,Forest,Trees,Growth/Recovery,87
24,1984,191,Forest,Trees,NA,88
24,2004,214,Forest,Trees,Stable,88
24,2005,217,Forest,Non-tree,Harvest,88
24,2017,41,Forest,Trees,Growth/Recovery,88
24,1984,252,Forest,Trees,NA,89
24,2017,29,Forest,Trees,Stable,89
24,1984,222,Forest,Trees,NA,90
24,2017,56,Forest,Trees,Stable,90
24,1984,222,Forest,Trees,NA,91
24,2017,64,Forest,Trees,Stable,91
24,1984,140,Forest,Trees,NA,92
24,2017,31,Forest,Trees,Stable,92
24,1984,247,Forest,Trees,NA,93
24,2017,24,Forest,Trees,Stable,93
24,1984,163,Forest,Trees,NA,94
24,2016,187,Forest,Trees,Stable,94
24,1984,156,Forest,Trees,NA,95
24,2017,29,Forest,Trees,Stable,95
24,1984,106,Forest,Trees,NA,96
24,2015,215,Forest,Trees,Stable,96
24,2016,203,Forest,Non-tree,Harvest,96
24,2017,61,Forest,Non-tree,Other,96
24,1984,149,Forest,Trees,NA,97
24,2017,47,Forest,Trees,Stable,97
24,1984,213,Forest,Trees,NA,98
24,2017,63,Forest,Trees,Stable,98
24,1984,165,Forest,Trees,NA,99
24,2017,62,Forest,Trees,Stable,99
24,1984,241,Forest,Trees,NA,100
24,2017,75,Forest,Trees,Stable,100
24,1984,218,Forest,Trees,NA,101
24,2017,28,Forest,Trees,Stable,101
24,1984,218,Forest,Trees,NA,102
24,2017,28,Forest,Trees,Stable,102
24,1984,275,Forest,Trees,NA,103
24,1986,216,Forest,Trees,Stable,103
24,1987,235,Forest,Non-tree,Harvest,103
24,1996,212,Forest,Trees,Growth/Recovery,103
24,2017,45,Forest,Trees,Stable,103
24,1984,154,Forest,Trees,NA,104
24,2017,60,Forest,Trees,Stable,104
24,1984,222,Forest,Trees,NA,105
24,2017,64,Forest,Trees,Stable,105
24,1984,165,Forest,Trees,NA,106
24,2017,47,Forest,Trees,Stable,106
24,1984,241,Other,Non-tree,NA,107
24,2000,228,Forest,Trees,Growth/Recovery,107
24,2017,75,Forest,Trees,Stable,107
24,1984,222,Forest,Trees,NA,108
24,2017,47,Forest,Trees,Stable,108
24,1984,156,Forest,Trees,NA,109
24,2017,45,Forest,Trees,Stable,109
24,1984,291,Forest,Trees,NA,110
24,2017,61,Forest,Trees,Stable,110
24,1984,275,Forest,Trees,NA,111
24,1996,196,Forest,Trees,Stable,111
24,1997,230,Forest,Trees,Harvest,111
24,2010,226,Forest,Trees,Growth/Recovery,111
24,2011,229,Forest,Non-tree,Harvest,111
24,2017,61,Forest,Trees,Growth/Recovery,111
24,1984,218,Forest,Trees,NA,112
24,2017,28,Forest,Trees,Stable,112
24,1984,243,Forest,Trees,NA,113
24,2017,29,Forest,Trees,Stable,113
24,1984,140,Forest,Trees,NA,114
24,2017,6,Forest,Trees,Stable,114
24,1984,213,Forest,Trees,NA,115
24,2017,47,Forest,Trees,Stable,115
24,1984,104,Forest,Trees,NA,116
24,2017,43,Forest,Trees,Stable,116
24,1984,243,Forest,Trees,NA,117
24,2017,29,Forest,Trees,Stable,117
24,1984,218,Forest,Trees,NA,118
24,2017,27,Forest,Trees,Stable,118
24,1984,222,Forest,Trees,NA,119
24,2017,8,Forest,Trees,Stable,119
24,1984,161,Forest,Trees,NA,120
24,2016,209,Forest,Trees,Stable,120
24,1984,165,Forest,Trees,NA,121
24,2011,230,Forest,Trees,Stable,121
24,2012,218,Forest,Trees,Harvest,121
24,2017,47,Forest,Trees,Growth/Recovery,121
24,1984,275,Forest,Trees,NA,122
24,2017,46,Forest,Trees,Stable,122
24,1984,161,Forest,Trees,NA,123
24,2017,75,Forest,Trees,Stable,123
24,1984,191,Forest,Trees,NA,124
24,2017,58,Forest,Trees,Stable,124
24,1984,241,Forest,Trees,NA,125
24,2017,75,Forest,Trees,Stable,125
24,1984,218,Forest,Trees,NA,126
24,2017,28,Forest,Trees,Stable,126
24,1984,222,Forest,Trees,NA,127
24,2017,47,Forest,Trees,Stable,127
24,1984,241,Forest,Trees,NA,128
24,2017,75,Forest,Trees,Stable,128
24,1984,243,Forest,Trees,NA,129
24,2017,62,Forest,Trees,Stable,129
24,1984,243,Forest,Trees,NA,130
24,2017,29,Forest,Trees,Stable,130
24,1984,218,Forest,Trees,NA,131
24,2017,27,Forest,Trees,Stable,131
24,1984,222,Forest,Trees,NA,132
24,2017,64,Forest,Trees,Stable,132
24,1984,218,Forest,Trees,NA,133
24,2017,28,Forest,Trees,Stable,133
24,1984,222,Forest,Trees,NA,134
24,2017,47,Forest,Trees,Stable,134
24,1984,222,Forest,Trees,NA,135
24,2012,243,Forest,Trees,Stable,135
24,2013,213,Forest,Non-tree,Harvest,135
24,2016,213,Forest,Trees,Growth/Recovery,135
24,1984,218,Forest,Trees,NA,136
24,2017,28,Forest,Trees,Stable,136
24,1984,163,Forest,Trees,NA,137
24,2017,45,Forest,Trees,Stable,137
24,1984,213,Forest,Trees,NA,138
24,2016,213,Forest,Trees,Stable,138
24,1984,218,Forest,Trees,NA,139
24,2017,36,Forest,Trees,Stable,139
24,1984,154,Forest,Trees,NA,140
24,2017,61,Forest,Trees,Stable,140
24,1984,241,Forest,Trees,NA,141
24,2017,75,Forest,Trees,Stable,141
24,1984,243,Forest,Trees,NA,142
24,2017,61,Forest,Trees,Stable,142
24,1984,218,Forest,Trees,NA,143
24,2017,27,Forest,Trees,Stable,143
24,1984,218,Forest,Trees,NA,144
24,2008,211,Forest,Trees,Stable,144
24,2009,214,Forest,Non-tree,Harvest,144
24,2017,43,Forest,Trees,Growth/Recovery,144
24,1984,104,Forest,Trees,NA,145
24,2017,42,Forest,Trees,Stable,145
24,1984,140,Forest,Trees,NA,146
24,2017,47,Forest,Trees,Stable,146
24,1984,149,Forest,Trees,NA,147
24,2017,47,Forest,Trees,Stable,147
24,1984,156,Forest,Trees,NA,148
24,2017,61,Forest,Trees,Stable,148
24,1984,229,Forest,Trees,NA,149
24,2017,47,Forest,Trees,Stable,149
24,1984,218,Other,Non-tree,NA,150
24,2004,225,Other,Non-tree,Stable,150
24,2017,28,Forest,Trees,Growth/Recovery,150
24,1984,252,Forest,Trees,NA,151
24,2017,46,Forest,Trees,Stable,151
24,1984,104,Forest,Trees,NA,152
24,2017,42,Forest,Trees,Stable,152
24,1985,195,Forest,Trees,NA,153
24,2017,50,Forest,Trees,Stable,153
24,1984,275,Forest,Trees,NA,154
24,2017,45,Forest,Trees,Stable,154
24,1984,140,Forest,Trees,NA,155
24,2017,61,Forest,Trees,Stable,155
24,1984,213,Forest,Trees,NA,156
24,2017,47,Forest,Trees,Stable,156
24,1984,197,Forest,Trees,NA,157
24,2017,47,Forest,Trees,Stable,157
24,1984,165,Forest,Trees,NA,158
24,2017,47,Forest,Trees,Stable,158
24,1984,243,Forest,Trees,NA,159
24,1994,215,Forest,Trees,Stable,159
24,1995,218,Forest,Non-tree,Harvest,159
24,2017,46,Forest,Trees,Growth/Recovery,159
24,1984,241,Forest,Trees,NA,160
24,2017,50,Forest,Trees,Stable,160
24,1984,218,Forest,Trees,NA,161
24,2017,28,Forest,Trees,Stable,161
24,1984,241,Forest,Trees,NA,162
24,2017,28,Forest,Trees,Stable,162
24,1984,140,Forest,Trees,NA,163
24,1988,222,Forest,Trees,Stable,163
24,1989,201,Forest,Non-tree,Harvest,163
24,2017,61,Forest,Trees,Growth/Recovery,163
24,1984,218,Forest,Trees,NA,164
24,2017,28,Forest,Trees,Stable,164
24,1984,218,Forest,Trees,NA,165
24,2017,28,Forest,Trees,Stable,165
24,1984,165,Forest,Trees,NA,166
24,2017,62,Forest,Trees,Stable,166
24,1984,140,Forest,Trees,NA,167
24,2017,62,Forest,Trees,Stable,167
24,1984,104,Forest,Trees,NA,168
24,2017,27,Forest,Trees,Stable,168
24,1984,163,Forest,Trees,NA,169
24,2017,36,Forest,Trees,Stable,169
24,1984,241,Forest,Trees,NA,170
24,2017,27,Forest,Trees,Stable,170
24,1984,156,Forest,Trees,NA,171
24,1994,215,Forest,Trees,Stable,171
24,1995,218,Forest,Non-tree,Harvest,171
24,2017,29,Forest,Trees,Stable,171
24,1984,140,Forest,Trees,NA,172
24,2006,208,Forest,Trees,Stable,172
24,2007,219,Forest,Non-tree,Harvest,172
24,2017,46,Forest,Trees,Growth/Recovery,172
24,1984,243,Forest,Trees,NA,173
24,2017,70,Forest,Trees,Stable,173
24,1984,104,Forest,Trees,NA,174
24,2009,213,Forest,Trees,Stable,174
24,2010,216,Forest,Trees,Harvest,174
24,2016,208,Forest,Trees,Growth/Recovery,174
24,1984,156,Forest,Trees,NA,175
24,2016,212,Forest,Trees,Stable,175
24,1984,218,Forest,Trees,NA,176
24,2017,28,Forest,Trees,Stable,176
24,1984,156,Forest,Trees,NA,177
24,2016,187,Forest,Trees,Stable,177
24,1984,156,Forest,Trees,NA,178
24,2017,61,Forest,Trees,Stable,178
24,1984,140,Forest,Trees,NA,179
24,2017,62,Forest,Trees,Stable,179
24,1984,138,Forest,Trees,NA,180
24,2017,67,Forest,Trees,Stable,180
24,1984,218,Forest,Trees,NA,181
24,2017,27,Forest,Trees,Stable,181
24,1984,243,Forest,Trees,NA,182
24,2017,45,Forest,Trees,Stable,182
24,1984,275,Forest,Trees,NA,183
24,2017,61,Forest,Trees,Stable,183
24,1984,161,Forest,Trees,NA,184
24,2017,75,Forest,Trees,Stable,184
24,1984,222,Forest,Trees,NA,185
24,2017,64,Forest,Trees,Stable,185
24,1984,218,Forest,Trees,NA,186
24,2017,29,Forest,Trees,Stable,186
24,1984,243,Forest,Trees,NA,187
24,2017,61,Forest,Trees,Stable,187
24,1984,213,Forest,Trees,NA,188
24,2017,64,Forest,Trees,Stable,188
24,1984,291,Forest,Trees,NA,189
24,2017,5,Forest,Trees,Stable,189
24,1984,243,Forest,Trees,NA,190
24,2017,62,Forest,Trees,Stable,190
24,1984,241,Forest,Trees,NA,191
24,2009,213,Forest,Trees,Stable,191
24,2010,232,Forest,Non-tree,Harvest,191
24,2017,75,Forest,Trees,Growth/Recovery,191
24,1984,140,Forest,Trees,NA,192
24,2017,62,Forest,Trees,Stable,192
24,1984,140,Forest,Trees,NA,193
24,1996,221,Forest,Trees,Stable,193
24,1997,223,Forest,Non-tree,Harvest,193
24,2017,23,Forest,Trees,Growth/Recovery,193
24,1984,218,Other,Non-tree,NA,194
24,1998,224,Other,Non-tree,Stable,194
24,2017,60,Forest,Trees,Growth/Recovery,194
24,1984,218,Forest,Trees,NA,195
24,2017,28,Forest,Trees,Stable,195
24,1984,252,Forest,Trees,NA,196
24,2007,210,Forest,Trees,Stable,196
24,2008,214,Forest,Non-tree,Harvest,196
24,2017,46,Forest,Trees,Growth/Recovery,196
24,1985,234,Forest,Trees,NA,197
24,2017,50,Forest,Trees,Stable,197
24,1984,241,Forest,Trees,NA,198
24,2017,27,Forest,Trees,Stable,198
24,1985,227,Forest,Trees,NA,199
24,2017,42,Forest,Trees,Stable,199
24,1984,161,Forest,Trees,NA,200
24,2017,27,Forest,Trees,Stable,200
24,1984,104,Forest,Trees,NA,201
24,2017,42,Forest,Trees,Stable,201
24,1984,241,Other,Non-tree,NA,202
24,1996,217,Other,Non-tree,Stable,202
24,2017,75,Forest,Trees,Growth/Recovery,202
24,1984,161,Other,Non-tree,NA,203
24,2004,223,Other,Non-tree,Stable,203
24,2017,43,Forest,Trees,Growth/Recovery,203
24,1984,218,Forest,Trees,NA,204
24,2017,27,Forest,Trees,Stable,204
24,1984,156,Forest,Trees,NA,205
24,2016,203,Forest,Trees,Stable,205
24,1984,275,Forest,Trees,NA,206
24,2017,61,Forest,Trees,Stable,206
24,1984,222,Forest,Trees,NA,207
24,2017,48,Forest,Trees,Stable,207
24,1984,140,Forest,Trees,NA,208
24,2017,61,Forest,Trees,Stable,208
24,1984,140,Forest,Trees,NA,209
24,2017,62,Forest,Trees,Stable,209
24,1984,218,Forest,Non-tree,NA,210
24,2017,27,Forest,Trees,Growth/Recovery,210
24,1984,252,Forest,Trees,NA,211
24,2017,62,Forest,Trees,Stable,211
24,1984,252,Forest,Trees,NA,212
24,2017,23,Forest,Trees,Stable,212
24,1984,241,Forest,Trees,NA,213
24,2017,11,Forest,Trees,Stable,213
24,1984,104,Forest,Trees,NA,214
24,1999,217,Forest,Trees,Stable,214
24,2000,228,Forest,Non-tree,Harvest,214
24,2017,27,Forest,Trees,Growth/Recovery,214
24,1984,140,Forest,Trees,NA,215
24,2017,61,Forest,Trees,Stable,215
24,1984,222,Forest,Trees,NA,216
24,2017,64,Forest,Trees,Stable,216
24,1984,275,Forest,Trees,NA,217
24,2017,45,Forest,Trees,Stable,217
24,1984,213,Forest,Trees,NA,218
24,2017,56,Forest,Trees,Stable,218
24,1984,191,Forest,Trees,NA,219
24,2017,58,Forest,Trees,Stable,219
24,1984,229,Forest,Trees,NA,220
24,2017,47,Forest,Trees,Stable,220
24,1984,140,Forest,Trees,NA,221
24,2017,6,Forest,Trees,Stable,221
24,1984,140,Forest,Trees,NA,222
24,2017,62,Forest,Trees,Stable,222
24,1985,227,Forest,Trees,NA,223
24,2017,43,Forest,Trees,Stable,223
24,1984,218,Forest,Trees,NA,224
24,2017,28,Forest,Trees,Stable,224
24,1984,241,Forest,Trees,NA,225
24,2017,75,Forest,Trees,Stable,225
24,1984,252,Forest,Trees,NA,226
24,2017,47,Forest,Trees,Stable,226
24,1984,156,Forest,Trees,NA,227
24,2017,61,Forest,Trees,Stable,227
24,1984,222,Forest,Trees,NA,228
24,2017,56,Forest,Trees,Stable,228
24,1984,222,Forest,Trees,NA,229
24,2017,64,Forest,Trees,Stable,229
24,1984,156,Forest,Trees,NA,230
24,2017,45,Forest,Trees,Stable,230
24,1984,161,Forest,Trees,NA,231
24,2017,42,Forest,Trees,Stable,231
24,1984,222,Forest,Trees,NA,232
24,2017,56,Forest,Trees,Stable,232
24,1984,241,Forest,Trees,NA,233
24,2017,75,Forest,Trees,Stable,233
24,1984,229,Forest,Trees,NA,234
24,2017,47,Forest,Trees,Stable,234
24,1984,241,Forest,Trees,NA,235
24,2017,75,Forest,Trees,Stable,235
24,1984,222,Forest,Trees,NA,236
24,2016,213,Forest,Trees,Stable,236
24,1984,241,Forest,Trees,NA,237
24,2017,75,Forest,Trees,Stable,237
24,1984,222,Forest,Trees,NA,238
24,2017,64,Forest,Trees,Stable,238
24,1984,241,Forest,Non-tree,NA,239
24,2017,75,Forest,Trees,Growth/Recovery,239
24,1984,241,Forest,Trees,NA,240
24,2017,27,Forest,Trees,Stable,240
24,1984,218,Forest,Trees,NA,241
24,2017,28,Forest,Trees,Stable,241
24,1984,222,Other,Non-tree,NA,242
24,2003,217,Other,Non-tree,Stable,242
24,2017,8,Forest,Trees,Growth/Recovery,242
24,1984,218,Forest,Trees,NA,243
24,2017,27,Forest,Trees,Stable,243
24,1984,222,Forest,Trees,NA,244
24,1991,216,Forest,Trees,Stable,244
24,1992,244,Forest,Non-tree,Harvest,244
24,2017,64,Forest,Trees,Growth/Recovery,244
24,1984,222,Forest,Trees,NA,245
24,2017,64,Forest,Trees,Stable,245
24,1984,156,Forest,Trees,NA,246
24,2017,47,Forest,Trees,Stable,246
24,1984,165,Forest,Trees,NA,247
24,2017,47,Forest,Trees,Stable,247
24,1984,291,Forest,Trees,NA,248
24,2017,45,Forest,Trees,Stable,248
24,1984,222,Forest,Trees,NA,249
24,2017,64,Forest,Trees,Stable,249
24,1984,149,Forest,Trees,NA,250
24,2017,47,Forest,Trees,Stable,250
24,1984,222,Forest,Trees,NA,251
24,2017,47,Forest,Trees,Stable,251
24,1984,275,Forest,Trees,NA,252
24,2017,46,Forest,Trees,Stable,252
24,1984,218,Forest,Trees,NA,253
24,2017,28,Forest,Trees,Stable,253
24,1984,101,Forest,Trees,NA,254
24,2017,47,Forest,Trees,Stable,254
24,1984,218,Forest,Trees,NA,255
24,2002,220,Forest,Trees,Stable,255
24,2003,215,Forest,Trees,Harvest,255
24,2017,45,Forest,Trees,Growth/Recovery,255
24,1984,222,Forest,Trees,NA,256
24,2017,47,Forest,Trees,Stable,256
24,1984,241,Forest,Trees,NA,257
24,2017,75,Forest,Trees,Stable,257
24,1984,213,Forest,Trees,NA,258
24,2017,47,Forest,Trees,Stable,258
24,1984,222,Forest,Trees,NA,259
24,2017,64,Forest,Trees,Stable,259
24,1984,241,Forest,Trees,NA,260
24,2017,50,Forest,Trees,Stable,260
24,1984,218,Forest,Trees,NA,261
24,1992,233,Forest,Trees,Stable,261
24,1993,226,Forest,Non-tree,Harvest,261
24,2017,45,Forest,Trees,Growth/Recovery,261
24,1984,163,Forest,Trees,NA,262
24,1989,231,Forest,Trees,Stable,262
24,1990,211,Forest,Non-tree,Harvest,262
24,2017,45,Forest,Trees,Growth/Recovery,262
24,1984,275,Forest,Trees,NA,263
24,2017,30,Forest,Trees,Stable,263
24,1984,243,Forest,Trees,NA,264
24,2017,62,Forest,Trees,Stable,264
24,1984,229,Forest,Trees,NA,265
24,2017,62,Forest,Trees,Stable,265
24,1984,191,Forest,Trees,NA,266
24,2017,58,Forest,Trees,Stable,266
24,1985,227,Forest,Trees,NA,267
24,2017,43,Forest,Trees,Stable,267
24,1984,163,Forest,Trees,NA,268
24,2017,45,Forest,Trees,Stable,268
24,1984,222,Forest,Trees,NA,269
24,2017,64,Forest,Trees,Stable,269
24,1984,218,Forest,Trees,NA,270
24,2017,27,Forest,Trees,Stable,270
24,1985,227,Forest,Trees,NA,271
24,2017,43,Forest,Trees,Stable,271
24,1984,140,Forest,Trees,NA,272
24,2017,61,Forest,Trees,Stable,272
24,1984,222,Forest,Trees,NA,273
24,2017,56,Forest,Trees,Stable,273
24,1984,213,Forest,Trees,NA,274
24,2016,236,Forest,Trees,Stable,274
24,1984,213,Forest,Trees,NA,275
24,2016,245,Forest,Trees,Stable,275
24,1984,161,Forest,Trees,NA,276
24,2006,213,Forest,Trees,Stable,276
24,2007,208,Forest,Non-tree,Harvest,276
24,2017,42,Forest,Trees,Growth/Recovery,276
24,1984,191,Forest,Trees,NA,277
24,2017,41,Forest,Trees,Stable,277
24,1984,197,Forest,Trees,NA,278
24,2017,62,Forest,Trees,Stable,278
24,1984,140,Other,Non-tree,NA,279
24,2000,215,Other,Non-tree,Stable,279
24,2011,214,Forest,Trees,Growth/Recovery,279
24,2017,61,Forest,Trees,Growth/Recovery,279
24,1984,241,Forest,Trees,NA,280
24,2017,75,Forest,Trees,Stable,280
24,1984,106,Forest,Trees,NA,281
24,2012,246,Forest,Trees,Stable,281
24,2013,217,Forest,Non-tree,Harvest,281
24,2017,67,Forest,Non-tree,Growth/Recovery,281
24,1984,218,Forest,Trees,NA,282
24,2017,28,Forest,Trees,Stable,282
24,1984,218,Forest,Trees,NA,283
24,2017,43,Forest,Trees,Stable,283
24,1984,138,Forest,Trees,NA,284
24,2017,60,Forest,Trees,Stable,284
24,1984,222,Forest,Trees,NA,285
