project_id,plotid,year,day,landuse,landcover,change_process
12,81,2018,202,Forest,Treed,Stable
12,82,1984,178,Forest,Treed,
12,82,2018,200,Forest,Treed,Stable
12,83,1984,187,Forest,Treed,
12,83,2018,200,Forest,Treed,Stable
12,84,1984,173,Other,Non-treed,
12,84,2018,201,Other,Non-treed,Stable
12,85,1984,187,Other,Non-treed,
12,85,2018,200,Other,Non-treed,Stable
12,86,1984,187,Forest,Treed,
12,86,2018,200,Forest,Treed,Stable
12,87,1984,196,Forest,Treed,
12,87,2018,194,Forest,Treed,Stable
12,88,1984,192,Other,Non-treed,
12,88,2018,205,Other,Non-treed,Stable
12,89,1984,187,Forest,Treed,
12,89,2018,200,Forest,Treed,Stable
12,90,1984,169,Forest,Treed,
12,90,2014,195,Forest,Treed,Stable
12,90,2015,214,Forest,Treed,Unknown canopy disturbance
12,90,2018,198,Forest,Treed,Stable
12,91,1984,187,Forest,Treed,
12,91,2018,200,Forest,Treed,Stable
12,92,1984,192,Forest,Treed,
12,92,2018,189,Forest,Treed,Stable
12,93,1984,196,Forest,Treed,
12,93,2018,202,Forest,Treed,Stable
12,94,1984,228,Forest,Treed,
12,94,2018,185,Forest,Treed,Stable
12,95,1984,185,Forest,Treed,
12,95,2018,206,Forest,Treed,Stable
12,96,1984,201,Forest,Treed,
12,96,2018,206,Forest,Treed,Stable
12,97,1984,169,Forest,Treed,
12,97,2018,197,Forest,Treed,Stable
12,99,1984,187,Forest,Treed,
12,99,2018,208,Forest,Treed,Stable
12,100,1984,187,Forest,Treed,
12,100,2018,200,Forest,Treed,Stable
12,102,1984,228,Forest,Treed,
12,102,2018,193,Forest,Treed,Stable
12,103,1984,196,Forest,Treed,
12,103,2018,185,Forest,Treed,Stable
12,104,1984,228,Other,Non-treed,
12,104,2018,194,Other,Non-treed,Stable
12,105,1984,178,Forest,Treed,
12,105,2018,199,Forest,Treed,Stable
12,106,1984,228,Other,Non-treed,
12,106,2018,201,Other,Non-treed,Stable
12,108,1984,196,Other,Non-treed,
12,108,2018,200,Other,Non-treed,Stable
12,109,1984,169,Forest,Treed,
12,109,2018,205,Forest,Treed,Stable
12,110,1984,169,Other,Non-treed,
12,110,2018,199,Other,Non-treed,Stable
12,111,1984,198,Other,Non-treed,
12,111,2018,196,Other,Non-treed,Stable
12,112,1984,228,Forest,Treed,
12,112,2018,193,Forest,Treed,Stable
12,113,1984,169,Other,Treed,
12,113,2018,205,Other,Treed,Stable
12,114,1984,187,Forest,Treed,
12,114,2018,200,Forest,Treed,Stable
12,115,1984,180,Forest,Treed,
12,115,2018,193,Forest,Treed,Stable
12,116,1984,187,Forest,Treed,
12,116,2014,197,Forest,Treed,Stable
12,116,2015,224,Forest,Treed,Unknown canopy disturbance
12,116,2018,200,Forest,Treed,Stable
12,117,1984,201,Other,Non-treed,
12,117,2018,198,Other,Non-treed,Stable
12,118,1984,187,Forest,Treed,
12,118,2018,200,Forest,Treed,Stable
12,119,1984,201,Other,Non-treed,
12,119,2018,207,Other,Non-treed,Stable
12,120,1984,169,Forest,Treed,
12,120,2018,198,Forest,Treed,Stable
12,121,1984,201,Forest,Treed,
12,121,2018,205,Forest,Treed,Stable
12,122,1984,187,Forest,Treed,
12,122,1985,221,Forest,Treed,Unknown canopy disturbance
12,122,2018,200,Forest,Treed,Stable
12,123,1984,201,Other,Non-treed,
12,123,2018,199,Other,Non-treed,Stable
12,125,1984,201,Forest,Treed,
12,125,2018,182,Forest,Treed,Stable
12,126,1984,169,Forest,Treed,
12,126,2018,198,Forest,Treed,Stable
12,127,1984,228,Forest,Treed,
12,127,2018,193,Forest,Treed,Stable
12,128,1984,189,Forest,Treed,
12,128,2018,194,Forest,Treed,Stable
12,129,1984,201,Forest,Treed,
12,129,2016,200,Forest,Treed,Stable
12,129,2017,186,Forest,Non-treed,Unknown canopy disturbance
12,129,2018,190,Forest,Non-treed,Regrowth
12,130,1984,201,Forest,Treed,
12,130,2018,199,Forest,Treed,Stable
12,131,1984,201,Forest,Treed,
12,131,2018,206,Forest,Treed,Stable
12,132,1984,189,Forest,Treed,
12,132,2018,202,Forest,Treed,Stable
12,133,1984,187,Forest,Treed,
12,133,2018,199,Forest,Treed,Stable
12,134,1984,196,Other,Non-treed,
12,134,2018,201,Other,Non-treed,Stable
12,135,1984,169,Forest,Treed,
12,135,2018,197,Forest,Treed,Stable
12,136,1984,178,Forest,Treed,
12,136,2018,199,Forest,Treed,Stable
12,137,1984,208,Forest,Treed,
12,137,1995,206,Forest,Treed,Stable
12,137,1996,200,Forest,Non-treed,Unknown canopy disturbance
12,137,1998,182,Forest,Treed,Regrowth
12,137,2018,196,Forest,Treed,Stable
12,138,1984,192,Other,Non-treed,
12,138,2018,197,Other,Non-treed,Stable
12,139,1984,185,Forest,Treed,
12,139,2018,207,Forest,Treed,Stable
12,140,1984,171,Forest,Treed,
12,140,2018,200,Forest,Treed,Stable
12,142,1984,180,Forest,Treed,
12,142,2011,213,Forest,Treed,Stable
12,142,2012,224,Forest,Treed,Harvest
12,142,2013,202,Forest,Treed,Stable
12,142,2014,198,Forest,Non-treed,Harvest
12,142,2015,201,Forest,Treed,Regrowth
12,142,2018,200,Forest,Treed,Stable
12,143,1984,185,Forest,Treed,
12,143,2018,206,Forest,Treed,Stable
12,144,1984,187,Forest,Treed,
12,144,2018,200,Forest,Treed,Stable
12,145,1984,171,Forest,Treed,
12,145,2018,200,Forest,Treed,Stable
12,147,1984,201,Forest,Non-treed,
12,147,2018,206,Forest,Non-treed,Stable
12,148,1984,180,Forest,Treed,
12,148,2016,212,Forest,Treed,Stable
12,148,2017,197,Forest,Treed,Unknown canopy disturbance
12,148,2018,200,Forest,Treed,Stable
12,149,1984,201,Forest,Treed,
12,149,1994,196,Forest,Treed,Stable
12,149,1995,215,Forest,Treed,Unknown canopy disturbance
12,149,2018,206,Forest,Treed,Stable
12,150,1984,185,Forest,Treed,
12,150,2018,206,Forest,Treed,Stable
12,151,1984,175,Forest,Non-treed,
12,151,2018,196,Forest,Non-treed,Stable
12,152,1984,244,Forest,Treed,
12,152,2018,193,Forest,Treed,Stable
12,153,1984,169,Other,Non-treed,
12,153,2018,198,Other,Non-treed,Stable
12,154,1984,169,Other,Non-treed,
12,154,2018,199,Other,Non-treed,Stable
12,155,1984,199,Forest,Treed,
12,155,1989,196,Forest,Treed,Stable
12,155,1990,215,Forest,Treed,Harvest
12,155,2018,197,Forest,Treed,Stable
12,157,1984,187,Forest,Treed,
12,157,2018,200,Forest,Treed,Stable
12,158,1984,201,Other,Non-treed,
12,158,2018,199,Other,Non-treed,Stable
12,159,1984,187,Forest,Treed,
12,159,2018,200,Forest,Treed,Stable
12,160,1984,228,Forest,Treed,
12,160,2018,194,Forest,Treed,Stable
12,161,1984,187,Forest,Treed,
12,161,2018,200,Forest,Treed,Stable
12,162,1984,201,Forest,Treed,
12,162,2018,182,Forest,Treed,Stable
12,163,1984,187,Forest,Treed,
12,163,2018,200,Forest,Treed,Stable
12,164,1984,201,Forest,Treed,
12,164,2014,211,Forest,Treed,Stable
12,164,2015,199,Forest,Treed,Harvest
12,164,2018,199,Forest,Treed,Stable
12,165,1984,238,Other,Non-treed,
12,165,2018,204,Other,Non-treed,Stable
12,166,1984,175,Forest,Treed,
12,166,2001,205,Forest,Treed,Stable
12,166,2002,184,Forest,Treed,Unknown canopy disturbance
12,166,2018,196,Forest,Treed,Stable
12,167,1984,201,Forest,Treed,
12,167,2001,206,Forest,Treed,Stable
12,167,2002,201,Forest,Treed,Unknown canopy disturbance
12,167,2018,206,Forest,Treed,Stable
12,168,1984,192,Forest,Treed,
12,168,1988,219,Forest,Treed,Stable
12,168,1989,246,Forest,Treed,Unknown canopy disturbance
12,168,2018,197,Forest,Treed,Stable
12,169,1984,201,Forest,Treed,
12,169,2018,198,Forest,Treed,Stable
12,170,1984,169,Forest,Treed,
12,170,2018,199,Forest,Treed,Stable
12,171,1984,187,Forest,Treed,
12,171,2018,208,Forest,Treed,Stable
12,174,1984,228,Forest,Treed,
12,174,2018,193,Forest,Treed,Stable
12,175,1984,175,Forest,Treed,
12,175,1985,193,Forest,Treed,Stable
12,175,1986,212,Forest,Non-treed,Unknown canopy disturbance
12,175,1987,199,Forest,Treed,Regrowth
12,175,2018,196,Forest,Treed,Stable
12,176,1984,187,Forest,Treed,
12,176,2018,200,Forest,Treed,Stable
12,178,1984,187,Forest,Treed,
12,178,2018,200,Forest,Treed,Stable
12,177,1984,201,Forest,Treed,
12,177,1993,216,Forest,Treed,Stable
12,177,1994,203,Forest,Non-treed,Unknown canopy disturbance
12,177,1995,206,Forest,Treed,Regrowth
12,177,2018,206,Forest,Treed,Stable
12,179,1984,198,Forest,Treed,
12,179,1985,216,Forest,Treed,Stable
12,179,1986,203,Forest,Treed,Unknown canopy disturbance
12,179,2018,202,Forest,Treed,Stable
12,180,1984,201,Forest,Treed,
12,180,2018,198,Forest,Treed,Stable
12,181,1984,189,Forest,Treed,
12,181,1997,208,Forest,Treed,Stable
12,181,1998,195,Forest,Treed,Harvest
12,181,2004,204,Forest,Treed,Stable
12,181,2005,182,Forest,Treed,Harvest
12,181,2012,194,Forest,Treed,Stable
12,181,2013,204,Forest,Treed,Harvest
12,181,2018,202,Forest,Treed,Stable
12,182,1984,159,Forest,Treed,
12,182,1986,212,Forest,Treed,Stable
12,182,1987,199,Forest,Treed,Unknown canopy disturbance
12,182,2018,196,Forest,Treed,Stable
12,183,1984,201,Forest,Treed,
12,183,1993,209,Forest,Treed,Stable
12,183,1994,228,Forest,Treed,Unknown canopy disturbance
12,183,1999,218,Forest,Treed,Stable
12,183,2000,189,Forest,Treed,Unknown canopy disturbance
12,183,2018,198,Forest,Treed,Stable
12,185,1984,199,Forest,Treed,
12,185,1986,204,Forest,Treed,Stable
12,185,1987,191,Forest,Treed,Unknown canopy disturbance
12,185,2018,188,Forest,Treed,Stable
12,186,1984,201,Forest,Treed,
12,186,2018,198,Forest,Treed,Stable
12,187,1984,180,Forest,Treed,
12,187,2018,200,Forest,Treed,Stable
12,188,1984,169,Forest,Treed,
12,188,2018,197,Forest,Treed,Stable
12,189,1984,228,Forest,Treed,
12,189,2018,193,Forest,Treed,Stable
12,190,1984,162,Other,Non-treed,
12,190,2018,207,Other,Non-treed,Stable
12,191,1984,173,Forest,Treed,
12,191,2018,202,Forest,Treed,Stable
12,192,1984,187,Forest,Treed,
12,192,2001,233,Forest,Treed,Stable
12,192,2002,189,Forest,Treed,Unknown canopy disturbance
12,192,2018,193,Forest,Treed,Stable
12,193,1984,187,Forest,Treed,
12,193,2018,200,Forest,Treed,Stable
12,194,1984,208,Forest,Treed,
12,194,2018,189,Forest,Treed,Stable
12,195,1984,228,Forest,Treed,
12,195,2018,194,Forest,Treed,Stable
12,198,1984,171,Forest,Treed,
12,198,2018,191,Forest,Treed,Stable
12,199,1984,187,Forest,Treed,
12,199,2018,200,Forest,Treed,Stable
12,200,1984,208,Forest,Treed,
12,200,2018,190,Forest,Treed,Stable
12,201,1984,201,Forest,Treed,
12,201,2018,206,Forest,Treed,Stable
12,202,1984,272,Forest,Treed,
12,202,1989,221,Forest,Treed,Stable
12,202,1990,192,Forest,Treed,Unknown canopy disturbance
12,202,2018,197,Forest,Treed,Stable
12,203,1984,117,Forest,Treed,
12,203,1988,201,Forest,Treed,Stable
12,203,1989,210,Forest,Non-treed,Unknown canopy disturbance
12,203,1990,206,Forest,Treed,Regrowth
12,203,2004,220,Forest,Treed,Stable
12,203,2005,215,Forest,Treed,Harvest
12,203,2018,203,Forest,Treed,Stable
12,204,1984,178,Forest,Treed,
12,204,1988,205,Forest,Treed,Stable
12,204,1989,207,Forest,Non-treed,Unknown canopy disturbance
12,204,1990,202,Forest,Treed,Regrowth
12,204,2018,199,Forest,Treed,Stable
12,205,1984,187,Forest,Treed,
12,205,2018,200,Forest,Treed,Stable
12,206,1984,169,Forest,Treed,
12,206,2018,199,Forest,Treed,Stable
12,207,1984,228,Forest,Treed,
12,207,2018,193,Forest,Treed,Stable
12,210,1984,187,Forest,Treed,
12,210,2018,199,Forest,Treed,Stable
12,212,1984,180,Forest,Treed,
12,212,2018,193,Forest,Treed,Stable
12,213,1984,187,Forest,Treed,
12,213,2018,200,Forest,Treed,Stable
12,214,1984,187,Forest,Treed,
12,214,2018,200,Forest,Treed,Stable
12,215,1984,201,Forest,Treed,
12,215,2018,197,Forest,Treed,Stable
12,216,1984,187,Forest,Treed,
12,216,2018,200,Forest,Treed,Stable
12,217,1984,197,Forest,Treed,
12,217,2018,195,Forest,Treed,Stable
12,218,1984,240,Other,Non-treed,
12,218,2018,205,Other,Non-treed,Stable
12,219,1984,178,Forest,Treed,
12,219,2018,199,Forest,Treed,Stable
12,220,1984,180,Forest,Treed,
12,220,2008,198,Forest,Treed,Stable
12,220,2009,208,Forest,Treed,Unknown canopy disturbance
12,220,2018,193,Forest,Treed,Stable
12,221,1984,286,Other,Non-treed,
12,221,2018,195,Other,Non-treed,Stable
12,222,1984,187,Forest,Treed,
12,222,2018,200,Forest,Treed,Stable
12,223,1984,187,Other,Non-treed,
12,223,2018,200,Other,Non-treed,Stable
12,224,1984,187,Forest,Treed,
12,224,2018,200,Forest,Treed,Stable
12,225,1984,228,Forest,Treed,
12,225,1999,198,Forest,Treed,Stable
12,225,2000,184,Forest,Treed,Unknown canopy disturbance
12,225,2018,194,Forest,Treed,Stable
12,226,1984,130,Other,Non-treed,
12,226,2018,199,Other,Non-treed,Stable
12,228,1984,201,Forest,Treed,
12,228,2018,199,Forest,Treed,Stable
12,229,1984,187,Forest,Treed,
12,229,2018,200,Forest,Treed,Stable
12,230,1984,187,Forest,Treed,
12,230,2018,200,Forest,Treed,Stable
12,231,1984,180,Forest,Treed,
12,231,2018,201,Forest,Treed,Stable
12,232,1984,190,Forest,Treed,
12,232,2018,203,Forest,Treed,Stable
12,233,1984,169,Forest,Treed,
12,233,2018,205,Forest,Treed,Stable
12,234,1984,162,Forest,Treed,
12,234,2018,199,Forest,Treed,Stable
12,235,1984,228,Forest,Treed,
12,235,2018,201,Forest,Treed,Stable
12,236,1984,187,Forest,Treed,
12,236,2018,200,Forest,Treed,Stable
12,237,1984,201,Forest,Treed,
12,237,2018,207,Forest,Treed,Stable
12,238,1984,228,Other,Non-treed,
12,238,2018,193,Other,Non-treed,Stable
12,239,1984,112,Forest,Treed,
12,239,2001,182,Forest,Treed,Stable
12,239,2002,201,Forest,Treed,Harvest
12,239,2018,197,Forest,Treed,Stable
12,241,1984,187,Other,Non-treed,
12,241,2018,200,Other,Non-treed,Stable
12,242,1984,187,Forest,Treed,
12,242,1989,200,Forest,Treed,Stable
12,242,1990,203,Forest,Non-treed,Harvest
12,242,1991,222,Forest,Treed,Regrowth
12,242,2018,200,Forest,Treed,Stable
12,243,1984,235,Forest,Treed,
12,243,2018,207,Forest,Treed,Stable
12,244,1984,178,Forest,Treed,
12,244,2005,195,Forest,Treed,Stable
12,244,2006,230,Forest,Treed,Harvest
12,244,2018,199,Forest,Treed,Stable
12,245,1984,187,Other,Non-treed,
12,245,2018,200,Other,Non-treed,Stable
12,246,1984,169,Forest,Treed,
12,246,2018,199,Forest,Treed,Stable
12,247,1984,201,Forest,Treed,
12,247,2011,195,Forest,Treed,Stable
12,247,2012,206,Forest,Treed,Harvest
12,247,2018,206,Forest,Treed,Stable
12,248,1984,189,Forest,Treed,
12,248,2018,201,Forest,Treed,Stable
12,249,1984,199,Forest,Treed,
12,249,2018,196,Forest,Treed,Stable
12,250,1984,246,Other,Non-treed,
12,250,2018,210,Other,Non-treed,Stable
12,251,1984,199,Forest,Treed,
12,251,2007,239,Forest,Treed,Stable
12,251,2008,209,Other,Non-treed,Harvest
12,251,2018,197,Other,Non-treed,Stable
12,252,1984,187,Forest,Treed,
12,252,2018,200,Forest,Treed,Stable
12,253,1984,187,Forest,Treed,
12,253,2018,208,Forest,Treed,Stable
12,254,1984,272,Forest,Treed,
12,254,2018,197,Forest,Treed,Stable
12,255,1984,178,Forest,Treed,
12,255,2018,206,Forest,Treed,Stable
12,256,1984,187,Forest,Treed,
12,256,2018,200,Forest,Treed,Stable
12,257,1984,196,Forest,Treed,
12,257,2018,201,Forest,Treed,Stable
12,258,1984,199,Forest,Treed,
12,258,2018,197,Forest,Treed,Stable
12,259,1984,187,Forest,Treed,
12,259,1998,193,Forest,Treed,Stable
12,259,1999,196,Forest,Treed,Unknown canopy disturbance
12,259,2018,200,Forest,Treed,Stable
12,260,1984,180,Forest,Treed,
12,260,2018,194,Forest,Treed,Stable
12,261,1984,187,Forest,Treed,
12,261,2002,181,Forest,Treed,Stable
12,261,2003,200,Forest,Treed,Unknown canopy disturbance
12,261,2004,203,Forest,Non-treed,Regrowth
12,261,2015,200,Forest,Treed,Stable
12,261,2016,211,Forest,Non-treed,Unknown canopy disturbance
12,261,2017,198,Forest,Treed,Regrowth
12,261,2018,200,Forest,Treed,Stable
12,262,1984,231,Forest,Treed,
12,262,2018,196,Forest,Treed,Stable
12,263,1984,196,Forest,Treed,
12,263,2018,201,Forest,Treed,Stable
12,264,1984,187,Forest,Treed,
12,264,2018,200,Forest,Treed,Stable
12,265,1984,189,Forest,Treed,
12,265,2018,202,Forest,Treed,Stable
12,266,1984,196,Forest,Treed,
12,266,1999,198,Forest,Treed,Stable
12,266,2000,201,Forest,Non-treed,Unknown canopy disturbance
12,266,2004,203,Forest,Treed,Regrowth
12,266,2018,202,Forest,Treed,Stable
12,267,1984,192,Forest,Treed,
12,267,2011,210,Forest,Treed,Stable
12,267,2012,213,Forest,Non-treed,Harvest
12,267,2013,207,Forest,Treed,Regrowth
12,267,2018,189,Forest,Treed,Stable
12,268,1984,201,Forest,Treed,
12,268,2018,199,Forest,Treed,Stable
12,269,1984,196,Other,Non-treed,
12,269,2018,193,Other,Non-treed,Stable
12,270,1984,228,Forest,Treed,
12,270,2018,193,Forest,Treed,Stable
12,271,1984,189,Forest,Treed,
12,271,2004,204,Forest,Treed,Stable
12,271,2005,182,Forest,Non-treed,Harvest
12,271,2018,202,Forest,Non-treed,Stable
12,272,1984,233,Forest,Treed,
12,272,2018,198,Forest,Treed,Stable
12,273,1984,196,Forest,Treed,
12,273,2018,202,Forest,Treed,Stable
12,274,1984,228,Forest,Treed,
12,274,2018,210,Forest,Treed,Stable
12,275,1984,185,Forest,Treed,
12,275,2018,199,Forest,Treed,Stable
12,276,1984,201,Other,Non-treed,
12,276,2018,214,Other,Non-treed,Stable
12,277,1984,130,Forest,Treed,
12,277,2018,199,Forest,Treed,Stable
12,278,1984,180,Forest,Treed,
12,278,2008,206,Forest,Treed,Stable
12,278,2009,208,Forest,Non-treed,Unknown canopy disturbance
12,278,2010,195,Forest,Treed,Regrowth
12,278,2018,201,Forest,Treed,Stable
12,279,1984,228,Other,Non-treed,
12,279,2018,217,Other,Non-treed,Stable
12,280,1984,201,Forest,Treed,
12,280,2018,198,Forest,Treed,Stable
12,281,1984,203,Forest,Treed,
12,281,2018,200,Forest,Treed,Stable
12,282,1984,187,Forest,Treed,
12,282,2018,200,Forest,Treed,Stable
12,283,1984,189,Forest,Treed,
12,283,2004,204,Forest,Treed,Stable
12,283,2005,182,Forest,Treed,Harvest
12,283,2018,202,Forest,Treed,Stable
12,284,1984,201,Forest,Treed,
12,284,1991,203,Forest,Treed,Stable
12,284,1992,214,Forest,Non-treed,Unknown canopy disturbance
12,284,1993,209,Forest,Treed,Regrowth
12,284,2018,206,Forest,Treed,Stable
12,285,1984,187,Forest,Treed,
12,285,2012,224,Forest,Treed,Stable
12,285,2013,202,Forest,Non-treed,Unknown canopy disturbance
12,285,2014,198,Forest,Treed,Regrowth
12,285,2018,208,Forest,Treed,Stable
12,286,1984,228,Forest,Treed,
12,286,2018,193,Forest,Treed,Stable
12,287,1984,185,Forest,Treed,
12,287,1996,202,Forest,Treed,Stable
12,287,1997,220,Forest,Non-treed,Unknown canopy disturbance
12,287,1998,223,Forest,Treed,Regrowth
12,287,2007,248,Forest,Treed,Stable
12,287,2008,179,Other,Treed,Unknown canopy disturbance
12,287,2018,206,Other,Non-treed,Stable
12,288,1984,173,Other,Non-treed,
12,288,2018,202,Other,Non-treed,Stable
12,289,1984,228,Forest,Treed,
12,289,2018,193,Forest,Treed,Stable
12,290,1984,256,Forest,Treed,
12,290,2001,206,Forest,Treed,Stable
12,290,2002,201,Forest,Non-treed,Unknown canopy disturbance
12,290,2003,212,Forest,Treed,Regrowth
12,290,2018,205,Forest,Treed,Stable
12,291,1984,187,Forest,Treed,
12,291,1987,179,Forest,Treed,Stable
12,291,1988,214,Forest,Non-treed,Unknown canopy disturbance
12,291,2018,200,Forest,Non-treed,Regrowth
12,292,1984,192,Forest,Treed,
12,292,2018,197,Forest,Treed,Stable
12,293,1984,173,Forest,Treed,
12,293,2018,202,Forest,Treed,Stable
12,294,1984,169,Other,Non-treed,
12,294,2018,199,Other,Non-treed,Stable
12,296,1984,223,Forest,Treed,
12,296,2018,196,Forest,Treed,Stable
12,297,1984,175,Forest,Treed,
12,297,1985,209,Forest,Treed,Stable
12,297,1986,212,Forest,Non-treed,Unknown canopy disturbance
12,297,1988,202,Forest,Treed,Regrowth
12,297,2001,213,Forest,Treed,Stable
12,297,2002,200,Forest,Non-treed,Unknown canopy disturbance
12,297,2018,196,Forest,Non-treed,Regrowth
12,298,1984,228,Other,Non-treed,
12,298,2018,201,Other,Non-treed,Stable
